stamp_s,x_m,y_m,yaw_rad,ot_overlap
23.799999468,89624.8914010233,43162.87055120136,-1.0701215348326536,0
23.849999466,89625.05270984028,43162.54443979133,-1.0882204634075556,0
23.899999465,89625.22315406079,43162.219216864214,-1.101707741137304,0
23.999999463,89625.55246643665,43161.55974830012,-1.1206222026962573,0
24.049999462,89625.71646716716,43161.22744866065,-1.1277321911618936,0
24.199999459,89626.18690823359,43160.20911676615,-1.1379018686697744,0
24.249999457,89626.34163308315,43159.86473401291,-1.1400701730645706,0
24.299999456,89626.49744018936,43159.516820831836,-1.141406839362236,0
24.399999454,89626.81774018936,43158.825520831844,-1.1442579036704725,0
24.499999452,89627.1413383156,43158.12393351448,-1.1471339513363212,0
24.549999451,89627.29303331024,43157.770181144624,-1.1482394978027302,0
24.59999945,89627.4603877551,43157.41609947737,-1.149005369032439,0
24.649999449,89627.61249408156,43157.0589101908,-1.1496375463760407,0
24.699999447,89627.77955642894,43156.700826563756,-1.1504055453868653,0
24.749999446,89627.93171488831,43156.33968183386,-1.1515481324180845,0
24.799999445,89628.09923350572,43155.97765311006,-1.1528179988814635,0
24.899999443,89628.41556306591,43155.2494130873,-1.1554845329859766,0
24.949999442,89628.58161901464,43154.87915339699,-1.156579668082973,0
24.999999441,89628.74667588765,43154.51262286113,-1.1564625092257659,0
25.099999438,89629.07410453062,43153.77007966887,-1.1525464928728215,0
25.199999436,89629.40105625555,43153.01957432038,-1.1433385661896662,0
25.249999435,89629.5766869267,43152.64637752033,-1.1372762927427715,0
25.299999434,89629.7490473798,43152.27149687726,-1.1301238262465982,0
25.449999431,89630.30392513779,43151.15027373843,-1.1045434170022068,0
25.49999943,89630.49120112047,43150.77511173805,-1.0957384470607698,0
25.549999428,89630.67894995316,43150.400286154385,-1.0869729824519794,0
25.599999427,89630.87784852128,43150.02717399856,-1.0782667754048731,0
25.649999426,89631.08457468782,43149.65415217767,-1.0702393721005026,0
25.699999425,89631.2880160803,43149.27922877468,-1.0621653706826657,0
25.749999424,89631.50245070693,43148.906180677564,-1.0538637798228492,0
25.799999423,89631.7134966097,43148.531206499385,-1.0448796660710662,0
25.849999422,89631.92509847038,43148.1607163146,-1.0352350699748247,0
